tag,type,n,text,xml:id,who,ana,lemma,part,prev,rendition,act,scene,onstage,stagegroup_raw,speaker
w,,4.2.43,fits,fs-mm-0304360,,#vvz,fit,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.43,your,fs-mm-0304380,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.43,thief,fs-mm-0304400,,#n1,thief,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.43,.,fs-mm-0304410,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.43,If,fs-mm-0304430,,#cs,if,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.43,it,fs-mm-0304450,,#pn,it,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
lb,,4.2.44,,ftln-1913,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
w,,4.2.44,be,fs-mm-0304460,,#vvb,be,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.44,too,fs-mm-0304480,,#av,too,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.44,little,fs-mm-0304500,,#j,little,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.44,for,fs-mm-0304520,,#acp-p,for,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.44,your,fs-mm-0304540,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.44,thief,fs-mm-0304560,,#n1,thief,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.44,",",fs-mm-0304570,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.44,your,fs-mm-0304590,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.44,true,fs-mm-0304610,,#j,true,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.44,man,fs-mm-0304630,,#n1,man,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.44,thinks,fs-mm-0304650,,#vvz,think,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.44,it,fs-mm-0304670,,#pn,it,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
lb,,4.2.45,,ftln-1914,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
w,,4.2.45,big,fs-mm-0304680,,#j,big,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,enough,fs-mm-0304700,,#av_d,enough,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.45,;,fs-mm-0304710,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,if,fs-mm-0304730,,#cs,if,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,it,fs-mm-0304750,,#pn,it,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,be,fs-mm-0304770,,#vvb,be,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,too,fs-mm-0304790,,#av,too,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,big,fs-mm-0304810,,#j,big,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,for,fs-mm-0304830,,#acp-p,for,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,your,fs-mm-0304850,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,thief,fs-mm-0304870,,#n1,thief,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.45,",",fs-mm-0304880,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,your,fs-mm-0304900,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.45,thief,fs-mm-0304920,,#n1,thief,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
lb,,4.2.46,,ftln-1915,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
w,,4.2.46,thinks,fs-mm-0304930,,#vvz,think,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.46,it,fs-mm-0304950,,#pn,it,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.46,little,fs-mm-0304970,,#av_j,little,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.46,enough,fs-mm-0304990,,#av_d,enough,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.46,.,fs-mm-0305000,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.46,So,fs-mm-0305020,,#av,so,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.46,every,fs-mm-0305040,,#d,every,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.46,true,fs-mm-0305060,,#j,true,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.46,man’s,fs-mm-0305080,,#n1g,man,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.46,apparel,fs-mm-0305100,,#n1,apparel,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
lb,,4.2.47,,ftln-1916,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
w,,4.2.47,fits,fs-mm-0305110,,#vvz,fit,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.47,your,fs-mm-0305130,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,
w,,4.2.47,thief,fs-mm-0305150,,#n1,thief,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
pc,,4.2.47,.,fs-mm-0305160,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM,73,#Abhorson_MM
stage,entrance,SD 4.2.47.1,,stg-1916.1,{'#Provost_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,SD 4.2.47.1,Enter,fs-mm-0305170,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,SD 4.2.47.1,Provost,fs-mm-0305190,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
pc,,SD 4.2.47.1,.,fs-mm-0305200,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
sp,,,,sp-1917,{'#Provost_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
p,,,,p-1917,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
lb,,4.2.48,,ftln-1917,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
w,,4.2.48,Are,fs-mm-0305220,,#vvb,be,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.48,you,fs-mm-0305240,,#pn,you,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.48,agreed,fs-mm-0305260,,#vvn,agree,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
pc,,4.2.48,?,fs-mm-0305270,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
sp,,,,sp-1918,{'#Pompey_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
p,,,,p-1918,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
lb,,4.2.49,,ftln-1918,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
w,,4.2.49,Sir,fs-mm-0305290,,#n1,sir,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
pc,,4.2.49,",",fs-mm-0305300,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.49,I,fs-mm-0305320,,#pns,i,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.49,will,fs-mm-0305340,,#vmb,will,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.49,serve,fs-mm-0305360,,#vvi,serve,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.49,him,fs-mm-0305380,,#pno,he,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
pc,,4.2.49,",",fs-mm-0305390,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.49,for,fs-mm-0305410,,#acp-cs,for,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.49,I,fs-mm-0305430,,#pns,i,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.49,do,fs-mm-0305450,,#vvb,do,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.49,find,fs-mm-0305470,,#vvi,find,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.49,your,fs-mm-0305490,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.49,hangman,fs-mm-0305510,,#n1,hangman,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
lb,,4.2.50,,ftln-1919,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
w,,4.2.50,is,fs-mm-0305520,,#vvz,be,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.50,a,fs-mm-0305540,,#d,a,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.50,more,fs-mm-0305560,,#av-c_d,more,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.50,penitent,fs-mm-0305580,,#j,penitent,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.50,trade,fs-mm-0305600,,#n1,trade,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.50,than,fs-mm-0305620,,#cs,than,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.50,your,fs-mm-0305640,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.50,bawd,fs-mm-0305660,,#n1,bawd,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
pc,,4.2.50,.,fs-mm-0305670,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.50,He,fs-mm-0305690,,#pns,he,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
lb,,4.2.51,,ftln-1920,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
w,,4.2.51,doth,fs-mm-0305700,,#vvz,do,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.51,oftener,fs-mm-0305720,,#av-c,often,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.51,ask,fs-mm-0305740,,#vvi,ask,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.51,forgiveness,fs-mm-0305760,,#n1,forgiveness,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
pc,,4.2.51,.,fs-mm-0305770,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Pompey_MM
sp,,,,sp-1921,{'#Provost_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
stage,delivery,SD 4.2.52,,stg-1921,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
pc,,SD 4.2.52,",",fs-mm-0305790,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,SD 4.2.52,to,fs-mm-0305810,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,SD 4.2.52,Abhorson,fs-mm-0305830,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
p,,,,p-1921,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
lb,,4.2.52,,ftln-1921,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
w,,4.2.52,You,fs-mm-0305840,,#pn,you,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
pc,,4.2.52,",",fs-mm-0305850,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.52,sirrah,fs-mm-0305870,,#n1,sirrah,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
pc,,4.2.52,",",fs-mm-0305880,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.52,provide,fs-mm-0305900,,#vvb,provide,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.52,your,fs-mm-0305920,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.52,block,fs-mm-0305940,,#n1,block,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
lb,,4.2.53,,ftln-1922,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
w,,4.2.53,and,fs-mm-0305950,,#cc,and,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.53,your,fs-mm-0305970,,#po,your,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.53,axe,fs-mm-0305990,,#n1,axe,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.53,tomorrow,fs-mm-0306010,,#av_n,tomorrow,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
pc,,4.2.53,",",fs-mm-0306020,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.53,four,fs-mm-0306040,,#crd,four,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.53,o’clock,fs-mm-0306060,,#acp-p,of,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
pc,,4.2.53,.,fs-mm-0306090,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Provost_MM
sp,,,,sp-1923,{'#Abhorson_MM'},,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Abhorson_MM
stage,delivery,SD 4.2.54,,stg-1923,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Abhorson_MM
pc,,SD 4.2.54,",",fs-mm-0306110,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,SD 4.2.54,to,fs-mm-0306130,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,SD 4.2.54,Pompey,fs-mm-0306150,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Abhorson_MM
p,,,,p-1923,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
lb,,4.2.54,,ftln-1923,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Abhorson_MM
w,,4.2.54,Come,fs-mm-0306160,,#vvb,come,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Abhorson_MM
c,,, ,,,,,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,
w,,4.2.54,on,fs-mm-0306180,,#acp-av,on,,,,4,2,#Abhorson_MM #OFFICERS.1_MM #Pompey_MM #Provost_MM,74,#Abhorson_MM
